Formation,Offre initiale ,Offre de taille fixe,Descripteur offre
RICM,"Stagiaire H/F : Développement outils de gestion de flux data pour véhicules connectés
61089, Bezons, France 
Véhicules Connectés - La transformation des données pour développer la créativité
Participez à l'aventure du véhicule connectée et du développement d'offre innovante.
Vos missions … si vous les acceptez
Contexte du stage :
Au sein d’un pôle en forte expansion dans le domaine des «Connected Object », vous intégrerez l’équipe en charge de la gestion des flottes de véhicules connectés. Les véh i cules remontent
un volume important de données, en temps réel, à analyser et à traiter afin de rendre les services métier au sein d’un portail accessible à nos clients. Les datas sont au cœur du dispositif , il convient de les monitorer et d’assurer leur qualité.

Le projet :
 Vous serez intégré(e) dans l'équipe-projet Connected Vehicles de la division Mobility and eTransactional Services.
 Après une familiarisation avec notre produit ""Connected Vehicles"" et une
étude du besoin auprès de l'équipe-projet, votre mission consistera à développer un outillage d’export de raw data et un simulateur de trajets basé sur le dictionnaire de données .
 Vous travaillerez principalement en Java/Perl, mySQL dans un environnement Linux.
 En autonomie ou petite équipe, vous seconderez le chef de projet et vous pourrez vous appuyer sur les experts et architectes du projet.
A la fin du stage, vous aurez appris à :
 Travailler en équipe au sein d'un projet à dimension européenne ;
 Adapter votre travail à une démarche projet ;
 Utiliser des méthodes et outils de développement ;
 Développer autour de la data, dans un environnement Linux.
Profil
Étudiant en 4ème ou 5ème année d'école d'ingénieurs ou similaire, vous êtes autonome, curieux, intéressé par l’analyse et le développement, et vous avez le goût du travail en équipe ?
Le Java et le Perl n'ont pas de secret pour vous.
Vous parlez français (maternel/bilingue) et anglais (technique).
Vous êtes attiré(e) par les NTIC,
l'innovation et les data et l’automobile.
Ingénieux et proactif, vous aimez proposer vos idées.
Si le domaine des objets connectés vous intéresse, ce stage est fait pour vous.
Si vous êtes intéressé(e), envoyez votre candidature sur jobworldline@worldline.com",,
RICM,"Evaluation de la performance radio de la 5G pour les services eMBB ‘extreme Mobile Broadband' (F/H)

ref : 0017405 | 12 Nov 2017 
apply before : 24 Feb 2018
40 48 Avenue de la Republique 92320 CHATILLON - France 
 
 
about the role
Vous menez des études techniques visant à évaluer la performance radio attendues de la 5G (débit/latence) sur un réseau macro-cellulaire pour un usage mobile Broadband. Vous analysez des innovations disruptives associées à la 5G comme le Massive MIMO, les fonctions multi-fréquentielles et les améliorations de l'efficacité spectrales par l'utilisation d'une couche physique plus efficace Ces études sont menées dans le cadre des expérimentations 5G Orange.
Vous serez directement intégré (e) à l'équipe projet travaillant sur l'évaluation de la 5G pour un usage mobile broadband. Vous analyserez les implémentations des industriels pour mieux comprendre leurs impacts sur la performance radio de la 5G Vous mettez en place des méthodes de mesures pour leurs prochaines évaluations Vous établissez des plans de tests Selon le calendrier des expérimentations, vous menez des tests en laboratoire ou sur le terrain.
about you
Diplôme d'ingénieur dans une école de télécommunications, option réseaux mobiles, BAC+5
Vous avez des connaissances sur le LTE et les protocoles de radiocommunication vous êtes motivés par la recherche et l'innovation technique vous aimez mener un travail de bout en bout : de l'analyse technique, à la réalisation des tests vous êtes autonome et avez l'esprit d'initiative. vous disposez d'un bon niveau d'anglais
department
Au sein de Orange Labs Network, l'équipe MEET (Mobile accEss Evaluation and Testing"" est en charge de l'analyse des développements industriels et de l'évaluation de la performance radio des systèmes d'accès mobiles. Ces études sont aujourd'hui concentrées sur les évolutions des technologies 4G et 5G visant à améliorer le débit, la capacité et permettant de nouveaux services comme l'internet des objets
contract
Internship
Duration : 6 months
Level : Master 1, Master 2",,
RICM,"Stage – Outil de génération automatique de documentation (F/H)

ref : ESAH ST 07 | 02 Feb 2018 
apply before : 28 Mar 2018
9 Rue du débarcadère 92700 Colombes - France 
 
 
about the role
MISSIONS DURANT VOTRE STAGE :
La plateforme logicielle SOP (SoftAtHome Operating Platform) fournit un SDK aux développeurs d’applications. Dans ce cadre, SoftAtHome se doit de fournir une documentation de qualité du SDK adaptée à chaque version de notre middleware. Nous cherchons donc à développer un outil innovant capable de générer automatiquement une documentation spécifique, aux développeurs d’applications. Cet outil devra se baser sur des techniques avancées d’analyse de langage et permettre d’obtenir un excellent rendu graphique. Le stagiaire aura à intervenir au cœur des sources du middleware de SoftAtHome et sur notre chaine de compilation propriétaire. 
Les activités du stage sont :
·        Prise en main de l'environnement Home Gateway et de son SDK,
·        Analyse des outils existants de génération de la documentation du SDK,
·        Référencement des problèmes et limitations actuelles à la fois en interne et auprès des développeurs d'applications existants,
·        Analyse de l'état de l'art et propositions d'amélioration de l'existant,
·        Conception et développement de la nouvelle solution sous la supervision de l'architecte opérations Home Gateway,
·        Validation et correction des bugs éventuels,
Présentation et démonstration de la nouvelle solution aux équipes internes et à un ou plusieurs clients finaux.

about you
QUI ETES-VOUS ?
·        Vous êtes de formation ingénieur ou universitaire de niveau Master 2,
·        Vous faites preuve d’autonomie et d’initiative,
·        Vous êtes connu(e) pour votre aisance relationnelle,
·        Vous avez également des connaissances techniques dans les domaines suivants : 
o   Langage : C, Javascript,
o   Connaissance en build system (Makefile),
o   Connaissance en langage d’analyse lexical/syntaxique (Lex/Yacc),
o   Connaissance en webservices (REST, HTTP, JSON),
o   Connaissance en langage de documentation (doxygen),
·        Vous maitrisez l’anglais,
·        Vous avez un intérêt pour le domaine du temps réel embarqué, et les univers interactifs,
·        Si vous avez déjà participé à un hackathon ou avez développé pour vous ou votre entourage une solution innovante, cela serait un plus.

additional information
·        Vous intégrez une entreprise dynamique et innovante à dimension internationale, 
·        Vous collaborez avec une équipe à taille humaine d’experts dans le domaine valorisant l’échange,
·        Vous aurez l’opportunité d'appréhender la méthodologie Agile.
department
VOTRE ÉQUIPE DURANT VOTRE STAGE :
Notre équipe Home Gateway Operations constituée d’une trentaine de collaborateurs passionnés  (développeurs, architectes,  intégrateurs logiciels) développe le cœur de notre plateforme logicielle SOP pour les home gateways en  intervenant sur l’ensemble des couches (driver, middleware, Kernel, etc.).

NOTRE SOCIÉTÉ :
SoftAtHome, filiale du groupe Orange, développe une plateforme logicielle simplifiant et accélérant  le déploiement de services innovants pour la maison numérique. La technologie de SoftAtHome, SOP (SoftAtHome Operating Platform), est déployée dans 32 millions de box internet et TV dans 18 pays pour des opérateurs télécoms comme Orange (Livebox Play) Etisalat, Swisscom, Boxer...
SoftAtHome est le meilleur endroit où vous pouvez développer vos compétences en participant à des projets stimulants. Vous allez rejoindre une équipe internationale (France, Belgique, Dubaï, Pologne, Suisse, Espagne, etc.) d'experts informatiques passionnés par l'innovation, dans le domaine de l’IOT, du cloud et de la maison connectée.
Pour plus d'informations, visitez notre site Web : www.softathome.com.
Suivez-nous sur Twitter : @SoftAtHome.
contract
Internship
Duration : 6 months
Level : Master 1, Master 2",,
RICM,"Stage « La business intelligence au service de la qualité de données » (F/H)

ref : 0017558 | 29 Nov 2017 
apply before : 28 Feb 2018
129 rue Servient 69003 LYON - France 
 
 
about the role
L'objectif de ce stage est de mettre en place un outil de contrôle de la qualité des données des gisements de business intelligence d'Orange France. Pour ce faire, il convient de comparer les données du gisement à contrôler avec celles des applications qui l'alimentent. Le principal objectif de la mission portera sur le gisement de données connaissance client grand public. A l'issue de la mise en place de l'outil, des propositions devront être faites pour améliorer la qualité des données concernées.
* Vous concevez et développez votre propre outil de contrôle, nouveau module d'un outil existant 
* Vous présentez les résultats de l'outil sous forme de tableaux de bord détaillés que vous développez 
* Vous proposez des solutions pour améliorer la qualité des données que vous contrôlez 
* Par ces actions, vous contribuez au programme transverse de contrôle de la qualité des données du domaine BI d'Orange France
about you
Vous recherchez un stage de fin d'études de niveau BAC +5 Informatique de gestion spécialisation gestion de la donnée
* Vous êtes formés aux principes de la Business Intelligence et au traitement de la donnée 
* Vous savez faire des requêtes SQL complexes imbriquées dans des scripts shell (.ksh) 
* Vous connaissez les principes des outils de reporting et visualisation de donnée 
* Vous êtes autonome et rigoureux, curieux et soucieux du détail 
* Vous savez reporter l'avancement de votre travail et les problématiques rencontrées
additional information
* Vous travaillez dans une équipe intégrée, dynamique et compétente
* Vous travaillez avec les méthodes agiles de gestion de projet
* Vous êtes autonome et indépendant sur votre sujet
* Vous travaillez dans des environnements aux technologies récentes (Teradata, Microsoft BI, Hadoop)
* Vous avez l'occasion de travailler en transverse avec de multiples interlocuteurs
department
Orange est un des principaux opérateurs de télécommunications dans le monde : 40,2 milliards d'euros en 2015, 161 000 salariés, dont 101 000 en France assurent une présence dans 30 pays, 270 millions de clients Nous sommes également un des leaders mondiaux des services de communication aux entreprises et multinationales à travers Orange Business Services, présent dans 220 pays et territoires. Au sein d'Orange France, la Direction du Système d'Information (DSI) est une entité faisant partie de la Direction Technique et du Système d'Information. Notre direction est composée de 3200 personnes réparties sur plus de 26 sites géographiques. Elle a pour mission principale de concevoir, développer et intégrer les systèmes d'information d'Orange afin de mieux répondre aux attentes des besoins Business et mieux satisfaire nos clients. À la croisée de la relation client, du réseau et des plateformes de service, ainsi que des partenaires externes du Groupe, la DSI gère et développe un patrimoine de plus de 3400 applications. Elles communiquent entre elles pour construire la connaissance des clients et soutenir les processus de l'entreprise comme la commande, livraison, l'activation des services et la facturation. La DSI développe des nouvelles applications informatiques nationales dans les domaines porteurs et stratégiques pour le Groupe tels que les contenus pour l'Internet mobile, les offres multiservices (TV, VoIP..), le développement de la Fibre et les portails (portails clients, CRM, business intelligence..), les applications embarquées (Livebox, set top box etc…) et celles des terminaux communicants (smartphones, tablettes, M2M etc…). À la DSI, les principaux métiers sont : ingénieur développement, concepteurs, chef de projet, architectes fonctionnels et techniques, testeur, spécialiste en technologie du SI…
contract
Internship
Duration : 6 months
Level : Master 2, Master 1",,
RICM,"Stage - Développement Java et/ou Go - Projet innovant de Développement d'un PaaS Cloudfoundry (H/F)
23369, Nice, France 
Atos SE (Société Européenne), est une entreprise leader de services numériques avec un chiffre d’affaires annuel pro forma de l’ordre de 12 milliards d’euros et environ 100 000 collaborateurs dans 72 pays. Atos fournit à ses clients du monde entier des services de conseil et d’intégration de systèmes, d’infogérance, de Big Data et de Sécurité, d’opérations Cloud et des services transactionnels par l’intermédiaire de Worldline, le leader européen et un acteur mondial dans les services de paiement. Grâce à son expertise technologique et sa connaissance sectorielle pointue, Atos sert des clients dans différents secteurs : Industrie, Distribution, Transports, secteur Public, Santé, Services financiers, Télécoms, Défense et Sécurité, Médias et Services.

Atos déploie les technologies qui accélèrent le développement de ses clients et les aident à réaliser leur vision de l’entreprise du futur. Atos est le partenaire informatique mondial des Jeux Olympiques et Paralympiques. Le Groupe est coté sur le marché Euronext Paris et exerce ses activités sous les marques Atos, Bull, Canopy, Worldline, Atos Consulting, Atos Worldgrid et Unify.


Pour plus d’information : fr.atos.net
Caractéristiques du stage

Mission
Dans un contexte technologique innovant (opensource, Linux, LAMP, cloud, bigdata, DevOps, intégration continue…), et au sein d’une équipe plus particulièrement en charge de faire évoluer les infrastructures legacy vers une architecture « as a service » (construction d’un PaaS Cloudfoundry), vous aurez pour missions de participer à la conception, l’architecture fonctionnelle et logicielle, au développement ainsi que des tests unitaires et fonctionnels de(s) solution(s) technique(s).
Il s’agira, plus précisément, de participer au/à:
Développement d’un outil permettant d’interagir de manière ciblée avec les développeurs consommant des ressources du PaaS Cloudfoundry « buildpack », « RootFS », « services » => cet outil sera opensourcé sur github,
L’automatisation et la sécurisation des montées de version de Cloudfoundry,
La réduction des délais d’accueil d’une application sur Cloudfoundry (objectig : optimisation de 25%)
La migration du Marketplace Cloudfoundry sur open API service brokers
Objectifs pédagogiques:
Sous le tutorat du responsable de stage membre de l’équipe projet, vous ferez l’apprentissage des méthodes de travail opérationnelles dans un contexte technique et fonctionnel exigeant. A l'issue de ce stage, vous aurez appréhendé une démarche projet, une démarche d’innovation, et vous aurez développé vos compétences techniques et/ou fonctionnelles, dans le contexte d’une relation étroite avec les acteurs client et plusieurs experts techniques.
Profil
De formation minimum Bac+5 en cours de validation, vous recherchez un stage de fin d’étude d'une durée de 6 mois.
Vous maitrisez (dans l’idéal) les technologies : JAVA (framework spring boot et spring cloud) et/ou GO, et PHP, Ruby… et avez déjà utilisé ou êtes très intéressé par les technos cloud opensource : dockers, Cloudfoundry, bosh, prometheus, concourse (ou autres), ainsi que Gitlab, Linux…etc…
Vous êtes capables de vous investir sur un projet et de diffuser votre savoir auprès des autres membres de l’équipe. Vous êtes passionné par les sujets innovants.
Alors venez nous rejoindre et participez à des projets à forte valeur ajoutée technologique et métier.
Stage en vue d'une de pré-embauche.
Informations additionnelles
Le stage est localisé à Sophia-Antipolis.

Pourquoi travailler chez Atos ?
Avantages Groupe :
Programme « Cooptation », accord sur le télétravail, facilité d’accès à la mobilité interne, formation en e-learning accessible à tous, nombreuses offres préférentielles avec le CE, programme de bien-être au travail (Wellbeing@work)...
L’opportunité d’acquérir des compétences de pointes :
Rejoindre Atos, c’est se donner les moyens d’acquérir des compétences et des connaissances dont vous avez besoin pour une carrière réussie. Ces compétences sont continuellement mises à jour grâce à des programmes de formation sur des nouvelles technologies et techniques, proposés notamment par notre plateforme Atos University, qui propose plus de 10 000 modules de formation et a certifié plus de 5 000 experts en 2015.",,
RICM,"
Construction d’une offre packagée permettant d’apporter une solution d’Extranet Applicatifs à nos client.
EDIFIXIO
Stage (De 4 à 6 mois)Levallois-Perret (France)Publiée le 20 Février 2017

Expérience
Etudiant / Jeune diplomé
Fonction
Développement Informatique
Gratification
1100€ brut versée mensuellement
Type d'entreprise
PME

Descriptif du sujet de stage :
Dans le cadre de votre stage, vous rejoindrez notre équipe « Portail Applicatifs ».
Vous serez amené à participer à des projets clients en cours et pour lesquels :
vous serez encadré pour monter en compétences sur les solutions Software que nous utilisons,
vous participerez aux développements, aux configurations, aux phases de tests d’intégration et de recette,
vous contribuerez aux documentations à livrer aux clients de type User guide, plans de tests, reporting.
Par ailleurs, votre parcours au sein de l’équipe vous permettra de compléter notre kit d’arrivée permettant de former de nouvelles ressources.
Enfin, en fonction de besoins ponctuels, vous pourrez être amené à :
participer à l’optimisation de nos process liés à nos activités récurrentes chez nos clients :
développement et fourniture de rapport d’activités,
optimisation de notre process de gestion des tickets (bugs et évolutions),
participer à la découverte, à la qualification et aux développements de nouveaux modules impliquant de nouveaux composants software et/ou rendre générique des composants développés dans le cadre de nos projets et les intégrer à nos offres packagées.
Environnement technique / Mots clés du stage :
IBM WebSphere Portal, IBM Web Content Manager, IBM Connections, WebSphere Application Server,
Modélisation base de données et langage SQL
Langage Java - Java EE, langage WEB front-end, responsive design, outil de ticketing Altassian JIRA.
 
L’environnement du stage :
Vous rejoindrez notre pôle Collaboratif qui est spécialisé dans :
Les intranet et extranet
Les portails gestion de contenus ou applicatifs
Les outils collaboratifs
Les réseaux sociaux d’entreprise
La GED et l’exploitation des données (ce sont deux activités émergentes)
Et ce dans l’environnement IBM.
 
Vous :
Diplômé d'une école d'ingénieur ou d'une formation supérieure (Bac +5), vous souhaitez construire votre expérience dans les domaines Java - Java EE et Web.
Féru de technologies, vous désirez vous former aux derniers outils et participer à des projets à la hauteur de vos ambitions. Vous êtes motivés par des missions techniques riches et variées, vous souhaitez relever des challenges et évoluer dans un monde où la compréhension du métier du client et le sens du service sont une priorité.
Vous êtes rigoureux, faîtes preuve de capacité d'adaptation, de réactivité et d’esprit d'équipe. Vous maîtrisez l'anglais et avez le sens de la relation Client.
 
Vous possédez des compétences techniques solides en :
Langage Java - Java EE, d’un ou plusieurs framework (Spring, JavaServer Faces, Struts, Hibernate ou JPA) et des design pattern
Langages Web front-end : XHTML/HTML 5, CSS 3, JavaScript, frameworks Jquery, Dojo
IDE type Eclipse et outils associés type SVN, Maven
Bases de données : modélisation et langage SQL
 
Et vous connaissez peut-être en plus les : 
Interfaces responsive design web multi-browser (IE/FF/Chrome/Safari) et mobiles
Un ou plusieurs serveurs d’application Java EE (WebSphere Application Developer, tomCat, Jonas…)
Commandes sur les Systèmes d’exploitation Windows et Linux
Normes de standard Web, type W3C
Outils de tests Junit, Selenium",,
RICM,"Partenaire
stages orientés sur des problématiques d’Internet des objets (IoT) 
VISEO
Stage (De 4 à 6 mois)Grenoble (France)Publiée le 25 Octobre 2017
Début
01 mar.
Expérience
Etudiant / Jeune diplomé
Fonction
Développement Informatique
Secteur
SSII / Informatique
Fiche métier
Développeur software
Tag
Forum JPP Grenoble, Polytech Annecy-Chambery, Polytech Clermont Ferrand, Polytech Grenoble, Polytech Lyon, Informatique
Type d'entreprise
PME

Forum JPP GrenoblePolytech Annecy-ChamberyPolytech Clermont FerrandPolytech GrenoblePolytech LyonInformatique
Afin de renforcer nos équipes, nous vous proposons deux stages orientés sur des problématiques d’Internet des objets (IoT)
Votre stage s’articulera en deux temps,
Première partie : monter en compétences sur les technologies et méthodologies agiles. Cette montée en compétence se fera par une formation interne
La deuxième partie : réalisation dans le cadre d’un projet :
Réalisation de PoC Iot pour tester de nouveaux services & usages
Participer à la conception et la réalisation de solutions IoT en s’appuyant sur les technologies Microsoft, Azure.
Participer aux tests de validation et au déploiement
Montée en compétence 2 mois réalisation d’un ou plusieurs projets iOT le reste du temps
En dernière année de formation (université, écoles d’ingénieurs), vous avez idéalement capitalisé une expérience première expérience (projet ou stage) en développement informatique dans un environnement Microsoft .Net, langage C# et les technologies .NET 4.x, WCF, SQL Server.
L’étudiant rejoindra une équipe projet constituée d’ingénieurs confirmés issus de (Miage/Polytech RICM/Université de Savoie)
Il y aura des référents techniques ou architecte pour accompagner la mise en place et les phases de conception des projets
Un scrum master assurera l’encadrement et les interaction client
VISEO Technologies est un cabinet de conseil & services, expert des nouvelles technologies.
Filiale du Groupe VISEO, nous délivrons les dispositifs numériques au service de la volonté d’accélération digitale de nos clients.
Nous sommes + de 440 ingénieurs spécialistes des processus de conception et de développement logiciel. Nous nous positionnions comme un accélérateur de technologies",,
RICM,"
GESTIONNAIRE APPLICATIF H/F
Prosodie-Capgemini
Stage (6 mois)Boulogne-Billancourt (France)Publiée le 29 Mars 2017

Expérience
Etudiant / Jeune diplomé
Fonction
Développement Informatique
Secteurs
Conseil, SSII / Informatique, Télécoms
Fiche métier
Développeur web
Gratification
Selon grille
Type d'entreprise
Grande entreprise

Prosodie-Capgemini conçoit et héberge les services Front Office multi canal, offerts auprès de ses clients, principalement grands comptes. Elaborées à partir de technologies innovantes, les solutions de Prosodie répondent à chacune des étapes du parcours numérique de leurs utilisateurs. Proposés en mode cloud, les services fournis en temps réel s’appuient sur une plate-forme technique hautement disponible et sécurisée. Grâce à la dimension internationale de Capgemini, Prosodie est en mesure de déployer son offre à l’international aux côtés des autres entités du Groupe. 
« Le groupe Capgemini est signataire de la Charte de la diversité en entreprise »
Lieu : Boulogne / Vélizy / Montpellier / Lyon
Mission : 
Au sein de notre entité technique (STR - Skills & Technical Ressources), vous assurez l’analyse et le contrôle des services destinés à assister les systèmes de production, et notamment la programmation des travaux, la réparation lors d’un défaut (fix on fail), le traitement des demandes de services, l’administration des progiciels, l’automatisation et la fiabilisation des traitements de production et le reporting projet.
Profil recherché :
Idéalement, en cours de formation d’école d’ingénieur ou équivalent BAC+5, vous êtes passionné(e) par l’innovation, l’informatique et le web ; vous souhaitez découvrir le monde de la production informatique. Vous justifiez d’expériences en stages ou projets d’étude significatifs dans le domaine de l’informatique.
Vous pratiquez déjà un ou plusieurs systèmes d’exploitation (Unix, Windows, …) et avez déjà des connaissances sur les serveurs d’applications (J2EE, Apache) ou vous maitrisez les techniques de développement de script (shell, batch, pyhton).
Avoir des connaissances sur la planification et la gestion des traitements par lots serait un plus.
Doté(e) de bonnes capacités à communiquer, votre sens de l’organisation et votre créativité seront autant d’atouts qui vous permettront d’être performant, et de réussir votre stage.
En nous rejoignant vous serez intégré(e) aux équipes projets qui vous permettront de développer vos compétences autour des process et méthodologies de gestion de la production, des bonnes pratiques dans un contexte professionnel motivant.
Type de contrat :
Stage longue durée 6 mois / Alternance
Vous vous reconnaissez ? Ne cherchez plus, postulez, vous êtes le (la) candidat(e) qu’il nous faut !",,
RICM,"Partenaire
Stage - Développement de prototypes au sein du Fablab du DigiLab® H/F
Sopra Steria
Stage (De 4 à 6 mois)Paris (France)Publiée le 2 Janvier 2018
Début
Dès que possible
Expérience
Etudiant / Jeune diplomé
Fonction
Développement Informatique
Secteurs
Audit, Conseil, SSII / Informatique, Télécoms
Type d'entreprise
Grande entreprise

Descriptif de la societé :

Sopra Steria, fort de 40 000 collaborateurs dans plus de 20 pays, propose l'un des portefeuilles d'offres les plus complets du marché : conseil, intégration de systèmes, édition de solutions métier, infrastructure management et business process services.
En forte croissance, le Groupe accueillera 2 700 talents en 2017 en France pour participer à ses projets d'envergure sur l'ensemble de ses métiers.
Vous aussi, rejoignez-nous et participez au monde numérique de demain !
La transformation digitale vous fait vibrer ?
Vous recherchez des projets innovants sur des technologies de pointe ?
Ne cherchez plus ! Le marché Telecom, Media & Entertainment de Sopra Steria est fait pour vous !
Dans un esprit startup, intégrez nos équipes disruptives et prenez part à la Révolution Digitale !

Le Marché Telecom, Media & Entertainment propose des offres à Rennes, Orléans et Nantes.

Description du poste :

Votre futur environnement de travail
Le DigiLab® Sopra Steria, lieu unique dédié à l'accompagnement de nos clients sur leurs projets innovants est doté d'espaces dédiés à la veille technologique, à l'idéation et à la co-création. Le DigiLab dispose également de son propre FabLab : le DigiLab2Make.
Nous réalisons ici les prototypes qui permettront à nos clients d'imaginer avec nous les nouveaux usages métier des technologies de demain.

Les missions du stage
- Participation au développement des prototypes clients/internes sur les sujets : Intelligence Artificielle, Internet des Objets, Data Science, Robotique, Réalité Augmentée/virtuelle/Mixte
- Participation aux missions de veille du DigiLab®
- Veille à ce que les prototypes fonctionnent dans des conditions optimales
- Collaboration avec les équipes des 15 autres DigiLab® en France et à l'international

Les apports du stage
- Développer vos compétences sur les technologies innovantes issues du monde open source, de nos partenaires (Microsoft, IBM, Amazon, Google) ou de startups
- Apporter votre concours au fonctionnement d'un lieu précurseur dans l'innovation digitale et au service des grands donneurs d'ordre informatique du marché européen
- Vivre une expérience exceptionnelle de travail en équipe dans un contexte stimulant

Technos utilisées : JAVA, PHP, Android, iOS, IA ou Deep Leaning, plateformes de prototypage (Raspberry, Arduino), impression 3D

Profil recherché :

En dernière année d'école d'Ingénieurs ou Master 2 Informatique, vous êtes passionné(e) de nouvelles technologies et avez une approche technique. À l'écoute des nouvelles méthodologies de travail, vous êtes convaincu(e) que le travail en mode collaboratif produit de meilleurs résultats. Vous avez un esprit de synthèse et avez par ailleurs une réelle capacité d'écoute et d'adaptation à vos interlocuteurs afin de capter leurs connaissances et de décliner les concepts de manière autonome
Tous nos postes sont ouverts aux personnes en situation de handicap.

Niveau d'études : Bac +5

Expérience professionnelle : Inférieur à 6 mois

Début du contrat : 02-01-18

Durée du contrat : De 5 à 6 mois",,
RICM,"Partenaire
Stage - Développement sur les architectures J2EE H/F
Sopra Steria
Stage (De 4 à 6 mois)Paris (France)Publiée le 2 Janvier 2018
Début
Dès que possible
Expérience
Etudiant / Jeune diplomé
Fonction
Développement Informatique
Secteurs
Audit, Conseil, SSII / Informatique, Télécoms
Type d'entreprise
Grande entreprise

Descriptif de la societé :

Sopra Steria, fort de 40 000 collaborateurs dans plus de 20 pays, propose l'un des portefeuilles d'offres les plus complets du marché : conseil, intégration de systèmes, édition de solutions métier, infrastructure management et business process services.
En forte croissance, le Groupe accueillera 2 700 talents en 2017 en France pour participer à ses projets d'envergure sur l'ensemble de ses métiers.
Vous aussi, rejoignez-nous et participez au monde numérique de demain !
Depuis plus de 40 ans, Sopra Steria accompagne la modernisation et la transformation numérique des services publics. La division Secteur Public est un partenaire de premier ordre des administrations, des organismes de santé et de protection sociale pour leurs systèmes d'information et les services numériques proposés aux citoyens.

Description du poste :

Votre futur environnement de travail
Pour le compte d'un client majeur de la formation professionnelle du Marché Secteur Public, vous serez intégré(e) au sein de l'équipe projet en charge du maintient et de l'évolution du système d information.
Vous serez chargé(e) de concevoir, développer, intégrer, qualifier et déployer des applications intranet et internet, au coeur du métier de notre client et de son système d'information.
Enfin, vous serez encadré par un Chef de projet dans une équipe de 20 personnes.

Les missions de stage
- Participer à la conception et aux développements du système d'information
- Contribuer au cycle de vie d'un projet industriel, de sa conception jusqu à sa mise en service
- Déployer les méthodes d'intégration de ce type de produit dans un cadre de développements industrialisés
- Comprendre la dimension « gestion et pilotage » de projet en participant chaque semaine aux réunions de suivi de projet, et en prenant en charge des actions dans ce domaine

Les apports de stage
Vous allez acquérir une première expérience J2EE dans un contexte multi-applicatif. Vous assurerez la responsabilité de votre sujet de bout en bout. Des points périodiques avec l équipe permettront de vous apporter l'aide nécessaire, vous orienter, valider les étapes et trancher les choix proposés. Des experts techniques vous apporteront le soutien nécessaire pour assurer votre montée en compétence et votre progression sur cette technologie.

Environnement technologique/fonctionnel
JAVA, J2EE, Linux CentOS, Windows, VMWare
Annuaires : Open LDAP, Microsoft Active Directory
Frameworks : Hibernate, Spring, Tapestry, Struts, CXF, Jquery

Profil recherché :

Vous êtes en dernière année d'école d'ingénieurs ou en cursus universitaire
Vous êtes curieux(se), logique et structuré(e). Vous avez l'esprit de synthèse et enfin, vous souhaitez vous investir sur des projets de tailles importantes, structurants et à forte valeur ajoutée.

Alors rejoignez-nous !

A compétences égales, ce poste est ouvert aux travailleurs handicapés.

Niveau d'études : Bac +5

Expérience professionnelle : Inférieur à 6 mois

Début du contrat : 21-12-17

Durée du contrat : De 4 à 6 mois",,
RICM,"Partenaire
Stage - Ingénieur études et développement ReactJS et AngularJSH/F
Sopra Steria
Stage (De 4 à 6 mois)Niort (France)Publiée le 29 Décembre 2017
Début
Dès que possible
Expérience
Etudiant / Jeune diplomé
Fonction
Développement Informatique
Secteurs
Audit, Conseil, SSII / Informatique, Télécoms
Type d'entreprise
Grande entreprise

Descriptif de la societé :

Sopra Steria, fort de 40 000 collaborateurs dans plus de 20 pays, propose l'un des portefeuilles d'offres les plus complets du marché : conseil, intégration de systèmes, édition de solutions métier, infrastructure management et business process services.

En forte croissance, le Groupe accueillera 2 700 talents en 2017 en France pour participer à ses projets d'envergure sur l'ensemble de ses métiers.

Vous aussi, rejoignez-nous et participez au monde numérique de demain !

Forts de nos grands projets de transformation autour des nouvelles technologies et de l'innovation, les 1200 collaborateurs de la Division Atlantique accompagnent nos clients grands comptes sur des environnements sectoriels et technologiques variés. Les ambitions sont fortes, la croissance rapide, venez exprimer vos talents et contribuer à des projets d'envergure !

Description du poste :

Votre futur environnement de travail
Vous intégrerez notre équipe accompagnant un grand acteur mutualiste en France.
Cette équipe réalise des projets à forts enjeux dans le cadre de la transformation digitale de notre client. Afin de mener à bien votre mission, une équipe jeune et dynamique se tiendra à votre disposition pour répondre à toutes vos questions.

Les missions du stage
Vous participerez à des projets d'envergure permettant l?évolution du système d'information. Dans ce cadre, vous serez amené(e) à :
-Réaliser des évolutions structurantes
-Utiliser nos outils d'intégration
-Apporter de nouvelles idées d'amélioration
-Participer à la montée en valeur de notre client sur les technologies innovantes : Intelligence Artificielle, Mobilité, etc.

Les apports du stage
-Appréhender le cycle de développement d'un projet, de l'expression de besoin à la mise en production
-Apprécier les outils d'industrialisation d'un projet de grande ampleur
-Parfaire vos connaissances sur des technos récentes et innovantes comme Angular
-Monter en compétences sur des méthodologies nouvelles comme le Fast-IT
-Intégrer la vie d'une agence dynamique : petits-déjeuners, afterworks

Technos utilisées : JAVA/J2EE, AngularJS, ReactJS

Profil recherché :

De formation Bac+5 (Ingénieur ou Universitaire) vous avez un bon esprit d'analyse et de synthèse. Vous aimez les challenges ? Vous avez un esprit critique ? Vous êtes rigoureux(-se) et autonome ? Ne cherchez plus, vous avez trouvé le stage de vos rêves !

Tous nos postes sont ouverts à des personnes en situation de handicap.

Niveau d'études : Bac +4

Expérience professionnelle : 6 mois - 1 an

Début du contrat : 08-12-17

Durée du contrat : 6 mois",,
